indx,tag,speaker,line,label,desc,bin_label
311,TRAIN_0_311,Moira, Fine. You may select one silver piece from my accessory case. Right here.,,,0
312,TRAIN_0_312,Alexis, Omigod... she has hakuna matata tattooed on her foot.,,,0
313,TRAIN_0_313,David, Stavros was seeing escorts before you. A Disney tattoo shouldn't be a surprise.,,,0
314,TRAIN_0_314,Alexis, We said no social media post breakup. We had a pact about that.,,,0
315,TRAIN_0_315,David, He dates hooker.,,,0
316,TRAIN_1_316,Alexis," Oh, well, I'm sorry, I don't hire my friends at model castings. ",SARCASTIC," Alexis is saying that David has no real friends, that he instead hires them",1
317,TRAIN_0_317,Alexis," Actually, now that I think about in, where are those friends? ",,,0
318,TRAIN_0_318,David, They're just giving me space right now. Because they're considered people.,,,0
319,TRAIN_1_319,Alexis, Oh right. Space. Yeah. ,SARCASTIC, Alexis is saying that David’s friends are not actually his friends,1
320,TRAIN_0_320,David," Okay. Well, I think it's bests that he dumped you.",,,0
321,TRAIN_0_321,Alexis, He didn't dump me. We actually both decided that it was best that he see other people so... ,,,0
322,TRAIN_0_322,Moira," Children, mindless bickering is a luxury we may no longer afford. You are blind to reality and for that I am most proud but our worlds evil twin... has reared her ugly... ",,,0
323,TRAIN_0_323,David, Okay. I'm taking my journal into the bathroom. Where I will be shutting the door.,,,0
324,TRAIN_0_324,Moira, David! You might actually wanna hear this. ,,,0
325,TRAIN_0_325,Ray, Oh hi!,,,0
326,TRAIN_0_326,Johnny, Are you Ray?,,,0
327,TRAIN_0_327,Ray, Yes.,,,0
328,TRAIN_0_328,Johnny," You're late. Johnny Rose. My wife, Moira.",,,0
329,TRAIN_0_329,Moira, Hello.,,,0
330,TRAIN_0_330,Ray, Hi.,,,0
331,TRAIN_0_331,Moira," Oh, I love your complexion.",,,0
332,TRAIN_0_332,Ray," So... what can I help you with, housing, investment opportunities? ",,,0
333,TRAIN_0_333,Moira, Mr. Rose and I would like to put a for sale sign on this incredible town. ,,,0
334,TRAIN_0_334,Johnny," We're willing to settle for what we paid for it. More if you can get it, but definitely not less.",,,0
335,TRAIN_0_335,Ray," Well, I'm not gonna lie to you I'm not super optimistic. You know, because the government saw no value in Schitt's Creek.  You know, when they repossessed your assets.  You know, because of the humiliating...",,,0
336,TRAIN_0_336,Johnny," Yes, we know. We know. We know.",,,0
337,TRAIN_0_337,Ray," Well, we'll do our best. First we just have to get Roland to sign off on the listing and then we're good to go.",,,0
338,TRAIN_0_338,Moira, I need to confer with the financial powerhouse of the family. Since when did the mayor need to sign off on this?,,,0
339,TRAIN_0_339,Johnny," Ray, since when did the mayor need to sign off on this?",,,0
340,TRAIN_0_340,Ray," Well, it's all here...",,,0
341,TRAIN_0_341,Johnny, Son of a bitch!,,,0
342,TRAIN_0_342,David," Oh, excuse me. I don't think my sheets have been cleaned. They smell like cigarettes.",,,0
343,TRAIN_0_343,Stevie," No, that's just the way they smell. Also, you can tell your dad that the plumber was busy so I just pushed the bed against the wall and put down a bucket where the bed was. ",,,0
344,TRAIN_0_344,David," Okay. We're gonna be selling the town, so it'll be someone else's problem soon.",,,0
345,TRAIN_1_345,Stevie, But it's such a great place to live. ,SARCASTIC, Stevie thinks it is a terrible place to live,1
346,TRAIN_0_346,David, I think you're funny.,,,0
347,TRAIN_0_347,Stevie," Thank you. Um, look I know this probably isn't your thing, but there's a tailgate party later. It's not exactly clubbing but you know... close.",,,0
348,TRAIN_1_348,David, I don't even know what 'tailgate' means. In my mind I'm picturing like a Klan rally. ,SARCASTIC, David is joking about being in a small town with possibly a bunch of bigots,1
349,TRAIN_1_349,Stevie," Yeah, just fewer pointy hats. ",SARCASTIC, Stevie means that it is not like a Klan rally,1
350,TRAIN_0_350,Stevie, It's just townies with un-ironic haircuts.,,,0
351,TRAIN_0_351,David, Okay. I'm gonna pass I'm not really in the mood to be a victim of a hate crime tonight so...,,,0
352,TRAIN_0_352,Alexis, Okay. Stavros just posted three more photos. Who are these jenky women? ,,,0
353,TRAIN_0_353,David," Uh, from the looks of it they're blonde and mostly naked so... ",,,0
354,TRAIN_0_354,Alexis, Is there a bar in this place or are we in one of those religo cult towns? ,,,0
355,TRAIN_0_355,Stevie, I was just telling your brother about a party tonight. But he passed so... ,,,0
356,TRAIN_0_356,Alexis," Um, yes. Love that journey for me. Okay, so I'm looking for a guy like a mechanic or someone that hammers stuff. Um, at least 5'7. Kind of like full lips. Athletic body. Maybe a neck tattoo would be cute. ",,,0
357,TRAIN_0_357,David," No, it wouldn't. ",,,0
358,TRAIN_0_358,Alexis," You know, I think this could be really good for me. So thank you. ",,,0
359,TRAIN_0_359,Stevie, You're welcome. Yeah. I'm looking forward to it. Having all that fun. Wow. ,,,0
360,TRAIN_0_360,Roland," So Johnny Rose wants the ol' Johnny Hancock, huh? ",,,0
361,TRAIN_0_361,Johnny, Well... ,,,0
362,TRAIN_0_362,Roland," Shouldn't be a problem, Johnny. I'm happy to signoff on the listing. ",,,0
363,TRAIN_0_363,Johnny," Well, thank you, very much, Rolland, I appreciated. ",,,0
364,TRAIN_0_364,Roland, Sure. Why don't you come over tonight and pick it up. ,,,0
365,TRAIN_0_365,Johnny," Mr. Mayor, that's not necessary. No, no. Roland, a signature, that's all I need. ",,,0
366,TRAIN_0_366,Roland," Johnny look, here is what you're gonna do; you're gonna grab the kids, you're gonna grab Moira, you're gonna come over we're gonna sit down like civilized people, have a few laughs, and then at the end of the evening we'll get to the big signing, okay? ",,,0
367,TRAIN_0_367,Johnny," Right. Okay. Honestly Roland, it's just a, it's just a signature. A flick of the wrist. That's it. ",,,0
368,TRAIN_0_368,Roland," You're not rejecting my hospitality, are you, Johnny? Because that really wouldn't be a good way to start things off, I don't think.",,,0
369,TRAIN_1_369,Johnny," No, no. I'd love to come to dinner are you kidding me? ",RHETORICAL, Johnny is back-tracking and is trying to express his interest to attend dinner ,1
370,TRAIN_0_370,Johnny," No. I just thought, let's do business first, get the signature, and then dinner.",,,0
371,TRAIN_0_371,Roland," Johnny, you want that, to get that you need this. So let's just do this my way.",,,0
372,TRAIN_0_372,Johnny," Yeah, yeah, sure. Yeah, dinner is.",,,0
373,TRAIN_0_373,Roland," Dinner it is, atta boy. Okay.",,,0
374,TRAIN_1_374,Moira," How did you not get the contract signed, John? Can one thing, just one thing, not be easy in this town?! ",RHETORICAL, Moira finds that everything is a pain to take care of in the town,1
375,TRAIN_0_375,Johnny," Look Roland's playing games, honey, he's playing games. So this is something we have to do.",,,0
376,TRAIN_0_376,Alexis," Okay. Well, I would love to go, but I've actually double booked myself. I'm going to a truck party um, with the front desk girl and obviously she'd be super devastated if I bailed last minute. So I can't. I can't go.",,,0
377,TRAIN_0_377,Johnny," Okay. Well, cancel it because you're coming to dinner.",,,0
378,TRAIN_0_378,Alexis, No.,,,0
379,TRAIN_0_379,Johnny," One of you kids has to come. David, you've got nothing on tonight.",,,0
380,TRAIN_0_380,David, How... how do you know that.,,,0
381,TRAIN_0_381,Johnny, What do you have on tonight?,,,0
382,TRAIN_0_382,David, What?,,,0
383,TRAIN_0_383,Johnny," Good, it's settled.",,,0
384,TRAIN_0_384,Moira," Or you could go alone, John. Since you are the one who did not get the contract signed.",,,0
385,TRAIN_0_385,Johnny," Moira, Roland wants the family there tonight, so my family has to go tonight. Let me explain something about business.",,,0
386,TRAIN_0_386,Moira, Don't you dare... ,,,0
387,TRAIN_0_387,Johnny, It's a dance. And sometimes you lead. and sometimes you follow.,,,0
388,TRAIN_0_388,Moira," And which are you doing now, John?",,,0
389,TRAIN_0_389,Johnny," I am leading, Moira.",,,0
390,TRAIN_0_390,Moira, In a Roland game I think you're following.,,,0
391,TRAIN_0_391,Johnny," Following in the game but leading in the dance, right? And he thinks he's leading in the dance, but only because I've allowed him to think... ",,,0
392,TRAIN_0_392,Moira, Are you listening to this?,,,0
393,TRAIN_0_393,David, Hmm?,,,0
394,TRAIN_0_394,Johnny, It doesn't matter. I'm leading.,,,0
395,TRAIN_1_395,Moira," I'll shall bathe. And if I bang my head and slip beneath the surface, so be it, Mr. Rose. ",SARCASTIC, Moira is saying if she dies it is okay. She is being dramatic to make a point,1
396,TRAIN_0_396,Johnny, What's this?,,,0
397,TRAIN_0_397,David," Uh yeah, Stevie called. Apparently the plumber's in rehab. And you also... you have something on your...I don't know what that is but it's a thing.",,,0
398,TRAIN_0_398,Alexis," David, for the gate party tonight is it more of a leather pants thing or...",,,0
399,TRAIN_0_399,Johnny," Son of a bitch! Thanks for having us, Jocelyn. Thank you.",,,0
400,TRAIN_0_400,Jocelyn, Make yourselves at home. Roland is just on the toilet.,,,0
401,TRAIN_1_401,Johnny," Oh, what a surprise. ",SARCASTIC," Johnny is referring to Roland seemingly always being on the toilet, and so it is not a surprise",1
402,TRAIN_1_402,David," You have a really lovely home. It's really um, understated. ",SARCASTIC, David thinks it is busy,1
403,TRAIN_0_403,Jocelyn, Thank you. I get a lot of my ideas from magazines.,,,0
404,TRAIN_0_404,Moira, Don't be modest. This is 100 percent you and only you.,,,0
405,TRAIN_0_405,Roland," Hey, okay. It's the Roses. Come on, folks, please sit. Come on, I'm just the mayor for crying out loud. Ooh, hors d'oeuvres. Mmm. ",,,0
406,TRAIN_0_406,Jocelyn, That's too bad about Alexis.,,,0
407,TRAIN_0_407,Johnny," Well, it is. But we did bring the life of the party.",,,0
408,TRAIN_0_408,Moira, Our David.,,,0
409,TRAIN_0_409,Roland," Well, I guess, that just means there is more for you and me, right Dave?",,,0
410,TRAIN_0_410,Jocelyn, I hope everyone likes a cheeseball.,,,0
411,TRAIN_0_411,Johnny, Cheeseball? ,,,0
412,TRAIN_0_412,Jocelyn, It's the treat that keeps our love life percolating. It's like an aphrodisiac with him. Go ahead.,,,0
413,TRAIN_0_413,Johnny," Oh yes, can't wait. Can't wait. Mmm.",,,0
414,TRAIN_0_414,Jocelyn," So David, tell us about yourself I hear you're a gallerist.",,,0
415,TRAIN_0_415,Roland, Wow. There's a $10 dollar word.,,,0
416,TRAIN_0_416,Moira, David owned a brilliant gallery. Tell them about your last show.,,,0
417,TRAIN_0_417,David, It's not...,,,0
418,TRAIN_0_418,Moira," You must, please.",,,0
419,TRAIN_0_419,Johnny," Tell them, David, tell them.",,,0
420,TRAIN_0_420,David, The gallery worked with Janet Kempfluugen.,,,0
421,TRAIN_0_421,Johnny, Kempfluugen?,,,0
422,TRAIN_0_422,David," She's a Brooklyn based performance artist she's a big deal. Anyway um... she would walk into the space wearing a clay mask of a fawn, remove her clothing and breast feed members of the audience. It was a commentary on income inequality.",,,0
423,TRAIN_0_423,Roland, Wow...,,,0
424,TRAIN_0_424,Johnny, Heady stuff.,,,0
425,TRAIN_0_425,Roland," Well, hmm...",,,0
426,TRAIN_0_426,Alexis, Lip gloss? ,,,0
427,TRAIN_0_427,Stevie, No thank you.,,,0
428,TRAIN_0_428,Alexis," I wish I could pull off the whole gloomy, no makeup look. It's so French.",,,0
429,TRAIN_0_429,Stevie, Thank you.,,,0
430,TRAIN_0_430,Alexis," So, why are you single?",,,0
431,TRAIN_0_431,Stevie, Who said I'm single?,,,0
432,TRAIN_0_432,Alexis," Girl, we're on the hunt. I hope you're single.",,,0
433,TRAIN_0_433,Stevie," Oh, no. I'm not ""on the hunt"". A town this size, you've either been through 'em or know a little too much about 'em. ",,,0
434,TRAIN_0_434,Alexis, Hmm. Okay. I'm gonna go do a lap and this swan is best when she flies solo. So you're gonna be okay?,,,0
435,TRAIN_0_435,Stevie, I live here.,,,0
436,TRAIN_0_436,Alexis, Okay. Am I good?,,,0
437,TRAIN_0_437,Stevie, Hm-hm.,,,0
438,TRAIN_0_438,Alexis, Yes? Okay. Thank you.,,,0
439,TRAIN_0_439,Stevie," Are you not cold- Chuck, beer!",,,0
440,TRAIN_0_440,Roland," I know it's gotta be in here somewhere, slippery little b*st*rd.",,,0
441,TRAIN_0_441,Johnny," Maybe a fork would help, Roland?",,,0
442,TRAIN_0_442,Roland," Oh, that's sweet. Thank you. I'm okay. I'll find it.",,,0
443,TRAIN_0_443,Johnny," So is that the ah, contract over there?",,,0
444,TRAIN_0_444,Roland," Yeah, it is. You know, I gotta be honest with you, I tried reading that thing it is really boring. Ah, got it! There she is! Okay. Ohh! Oh my God, honey... oh, that is good. That is good.",,,0
445,TRAIN_0_445,Moira," I believe you were saying, John.",,,0
446,TRAIN_0_446,Johnny, Yes. This reminds me of a merger I put together in Zurich. It was two families breaking bread together. ,,,0
447,TRAIN_0_447,David, Ahh! Agh. My head. My head hurts.,,,0
448,TRAIN_0_448,Jocelyn, Oh no! Are you okay?,,,0
449,TRAIN_0_449,David," Um, it think it's the migraines that I get a lot. ",,,0
450,TRAIN_0_450,Johnny," Oh, I think... I think that'll pass, David. ",,,0
451,TRAIN_0_451,David, I don't think it's gonna pass. I don't think it's passing. ,,,0
452,TRAIN_0_452,Jocelyn, Migraines can be so awful.,,,0
453,TRAIN_0_453,Johnny," Yeah, well, not this one. Not this one.",,,0
454,TRAIN_0_454,David," Yeah, you know what? I... I think I need to go. ",,,0
455,TRAIN_0_455,Johnny, I think you need to eat something and that will help. ,,,0
456,TRAIN_0_456,David," No, I think I need to go back. ",,,0
457,TRAIN_0_457,Moira, Take me with you please. ,,,0
458,TRAIN_0_458,Johnny," David, sit down. Sit down. Sit back down. ",,,0
459,TRAIN_0_459,David," Jocelyn, thank you so much for dinner. ",,,0
460,TRAIN_0_460,Roland, Why don't you lay down on our mattress. The sheets are in the dryer but there is rubber pad. ,,,0
461,TRAIN_0_461,David, No. Thanks.,,,0
462,TRAIN_0_462,Johnny, David! Don't go near the door. David! Do not open that door.,,,0
463,TRAIN_0_463,Moira, I brought vodka as a house gift. I don't see it.,,,0
464,TRAIN_0_464,Alexis, That's what I say. Great.,,,0
465,TRAIN_0_465,Twyla, I'm Twyla from the cafe. ,,,0
466,TRAIN_0_466,David, Yeah. David Rose. ,,,0
467,TRAIN_0_467,Twyla, I'm a little drunk. ,,,0
468,TRAIN_0_468,David, Hm-hmm. ,,,0
469,TRAIN_0_469,Stevie, Hey. ,,,0
470,TRAIN_0_470,Twyla, Hey Stevie. I am going to roast myself a marshmallow. Anybody? ,,,0
471,TRAIN_0_471,Stevie, No. Thanks. ,,,0
472,TRAIN_0_472,Twyla, You're all good? ,,,0
473,TRAIN_0_473,David, No. ,,,0
474,TRAIN_0_474,Twyla, Great. ,,,0
475,TRAIN_0_475,Stevie, I don't know why you were so reluctant to show up here. You fit right in. ,,,0
476,TRAIN_0_476,David," Well, my sister texted me ""help"". And my mind went straight to deliverance. So I wasn't too far off. ",,,0
477,TRAIN_0_477,Stevie, That's funny because your sister texted me from across the bonfire and said you'd probably show up here because you were bored and lonely and had nothing better to do. ,,,0
478,TRAIN_0_478,David," Well, my sister is a broken shell of a human being. That's where that's coming from so...",,,0
479,TRAIN_0_479,Stevie," Oh, okay. Oh. Well, she seems fine. ",,,0
480,TRAIN_0_480,Alexis, Are you serious? That's so funny. That's so funny.,,,0
481,TRAIN_0_481,Stevie, So I guess you're free to go.,,,0
482,TRAIN_0_482,David, I'm gonna need a stiff drink to get through this. Stiff.,,,0
483,TRAIN_0_483,Moira," So Jocelyn, you were saying that you teach high school, or you want to finish high school? I'm not sure, I couldn't hear over your husband's chewing.",,,0
